document_id,project_id,project_name,publish_date,outlet,stance_code,frame_code,reasoning,coder,model_name
TEMPOE0020160120ec1k001md,P112,Jakarta-Bandung high-speed railway,2016-01-20,The Jakarta Post,Supportive,F5,"Quotes the Chinese ambassador calling the HSR a “flagship” of bilateral ties and expressing confidence about schedule and quality, while only briefly acknowledging land and environmental challenges.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020160120ec1k0006k,P112,Jakarta-Bandung high-speed railway,2016-01-20,Tempo,Opposed,F4,Reports that the environment ministry’s technical team deems the HSR AMDAL incomplete and unclear and relays local officials’ concerns about flood risks and opaque land acquisition mechanisms.,final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020160119ec1k000ru,P112,Jakarta-Bandung high-speed railway,2016-01-21,Tempo,Neutral,F1,"Short AP wire factually describes the groundbreaking, cost, Chinese partnership and operating speed of the Jakarta–Bandung HSR without explicit endorsement or criticism.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020160121ec1l001e1,P112,Jakarta-Bandung high-speed railway,2016-01-21,Tempo,Supportive,F3,"KCIC's CEO emphasizes that most jobs will go to local West Java workers and that Chinese staff will only fill expert positions, using employment numbers to reassure critics about foreign labor.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020160121ec1l0025u,P112,Jakarta-Bandung high-speed railway,2016-01-21,Tempo,Neutral,F4,"The article reports AMDAL approval and the start of the project while also relaying technical criticisms and required revisions, treating environmental and procedural issues in a balanced way.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020160120ec1l0012y,P112,Jakarta-Bandung high-speed railway,2016-01-22,Tempo,Opposed,F4,"Planner Darmaningtyas argues the project will convert rice fields, disrupt water absorption and widen social gaps, foregrounding environmental harm and unequal development.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020160122ec1m001rx,P112,Jakarta-Bandung high-speed railway,2016-01-22,Tempo,Opposed,F4,"Walhi West Java openly rejects the project and urges revocation of the presidential decree, citing loss of rice fields, settlements and flawed impact assessment.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020160122ec1m001up,P112,Jakarta-Bandung high-speed railway,2016-01-22,The Jakarta Post,Opposed,F4,"While describing land acquisition and project scale, the story highlights rushed AMDAL approval, expert warnings on water catchment and suggestions to prioritize existing rail upgrades.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020160123ec1m0005r,P112,Jakarta-Bandung high-speed railway,2016-01-22,Tempo,Opposed,F4,"Walhi's campaign chief warns the environmental license violates law and is vulnerable to legal challenge and even criminal liability, stressing procedural and legal failures.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020160121ec1m00106,P112,Jakarta-Bandung high-speed railway,2016-01-24,The Jakarta Post,Neutral,F4,"In a weekly roundup the piece notes irregular AMDAL approval and expert concerns but ends by urging tight supervision so the project can be completed safely, mixing criticism with conditional acceptance.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020160124ec1o00009,P112,Jakarta-Bandung high-speed railway,2016-01-26,Tempo,Opposed,F4,"The editorial calls for postponing construction until a proper AMDAL is completed, warning about reduced water absorption, loss of farmland and elite-oriented land conversion.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020160125ec1q00003,P112,Jakarta-Bandung high-speed railway,2016-01-27,The Jakarta Post,Opposed,F4,"The article explains that construction is halted because KCIC lacks key permits and compares the situation to the failed monorail, stressing administrative risk and poor preparation.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020160127ec1r0005l,P112,Jakarta-Bandung high-speed railway,2016-01-27,Tempo,Neutral,F2,"It details a 50 year concession cap, mandatory handover of debt free assets and refusal to let the state bear losses, focusing on how concession design protects public finances.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020160126ec1r001b9,P112,Jakarta-Bandung high-speed railway,2016-01-28,Tempo,Neutral,F2,"Bappenas steps back from the project while a policy analyst argues rules bar state guarantees, presenting the debate over whether the state should underwrite project risk without clear endorsement.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020160128ec1s001jl,P112,Jakarta-Bandung high-speed railway,2016-01-28,Tempo,Opposed,F2,"KCIC's push for a government guarantee is portrayed as a reversal of earlier promises and analysts urge rejection, highlighting concerns that losses could burden the state budget.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020160130ec1u0000c,P112,Jakarta-Bandung high-speed railway,2016-01-30,The Jakarta Post,Neutral,F2,"The report explains Jokowi's regulation that elevates the HSR to a strategic project and describes unresolved permits and disputes over political guarantees, framing these as issues of risk allocation rather than taking sides.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020160130ec1u0002v,P112,Jakarta-Bandung high-speed railway,2016-02-01,Tempo,Neutral,F2,"An interview feature with Rini Soemarno and Ignasius Jonan clarifies that any guarantees will be political rather than financial and insists no APBN funds be used, focusing on protecting fiscal autonomy.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020160131ec21000xn,P112,Jakarta-Bandung high-speed railway,2016-02-01,Tempo,Neutral,F2,"The finance minister reiterates that the project cannot receive financial guarantees under existing rules, while acknowledging KCIC's desire for other assurances, stressing safeguarding public finances.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020160131ec21000xo,P112,Jakarta-Bandung high-speed railway,2016-02-01,The Jakarta Post,Opposed,F2,This editorial criticizes Jokowi for rushing the US$5.5 billion HSR without complete studies and warns that the state could still end up with large debts and limited economic benefits.,final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020160201ec2100002,P112,Jakarta-Bandung high-speed railway,2016-02-04,The Jakarta Post,Neutral,F2,"The story describes a limited political guarantee against adverse legal changes as a way to reassure investors, while also noting remaining documentation gaps and delays.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020160204ec240005l,P112,Jakarta-Bandung high-speed railway,2016-02-05,The Jakarta Post,Opposed,F4,"It depicts a standoff over route exclusivity and concession terms and relays observers' worries that priority status could weaken scrutiny, emphasizing contestation over rules and safeguards.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020160205ec250002u,P112,Jakarta-Bandung high-speed railway,2016-02-09,Tempo,Opposed,F4,"The long feature details conflicting regulations, suspicions about how the project was put on the strategic list and hard bargaining over risk, portraying weak governance and high uncertainty.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMGEN0020160208ec2900001,P112,Jakarta-Bandung high-speed railway,2016-02-09,Tempo,Supportive,F4,"Environment Minister Siti Nurbaya insists AMDAL issues have been resolved and explains mitigation plans for seismic and flood risks, explicitly dismissing doubts about environmental safety.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020160209ec29001me,P112,Jakarta-Bandung high-speed railway,2016-02-26,Tempo,Neutral,F4,"Article describes renegotiation of the Jakarta–Bandung HSR investment value and concession terms, treating it as a cost and contract adjustment rather than praising or rejecting the project.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020160225ec2q0010b,P112,Jakarta-Bandung high-speed railway,2016-02-29,Tempo,Opposed,F4,"Report stresses unplanned land-acquisition costs, rushed feasibility work and newly discovered forest land, foregrounding planning weaknesses and financial risk.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020160228ec2t000e0,P029,General,2016-02-29,Tempo,Supportive,F1,"BKPM chief calls for a special China desk to overcome language barriers and unlock large Chinese investment commitments, presenting Chinese capital as something Indonesia should facilitate.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020160229ec2t0015p,P029,General,2016-02-29,Tempo,Supportive,F1,"Story highlights a 26 percent increase in realized Chinese FDI and continued efforts to raise commitments, framing Chinese investment growth as contributing to national targets.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020160229ec2t001p5,P029,General,2016-03-01,Tempo,Supportive,F1,"BKPM is shown requesting a China desk to ease language and regulatory hurdles so more Chinese commitments materialize, with no major concerns raised.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020160229ec31000jo,P029,General,2016-03-01,The Jakarta Post,Supportive,F1,"Feature explains the China desk and regulatory reforms as tools to convert sizable Chinese investment pledges into actual projects, casting China as a key economic partner.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020160301ec3100017,P029,General,2016-03-03,The Jakarta Post,Opposed,F4,"Indigenous leaders demand a bylaw to secure customary forest rights and explicitly reject unsustainable plantation investors, centering environmental protection and community control.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020160303ec330000l,P029,General,2016-03-03,Tempo,Supportive,F1,"BKPM touts hundreds of realized projects, job creation and rising Chinese interest, framing foreign capital as supporting infrastructure expansion and employment.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020160302ec33000jn,P112,Jakarta-Bandung high-speed railway,2016-03-16,Tempo,Neutral,F4,"Report covers the near-final HSR concession agreement, including seismic safeguards and pending documents, treating these as procedural requirements rather than debating the project’s desirability.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020160316ec3g000dy,P112,Jakarta-Bandung high-speed railway,2016-03-16,Tempo,Neutral,F4,"Short news item notes postponement of the HSR concession signing due to KCIC coordination with China, without commenting on the merits or downsides of the project.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020160316ec3g0025t,P112,Jakarta-Bandung high-speed railway,2016-03-17,Tempo,Neutral,F2,"Article details the signed HSR concession, emphasizing limits on route exclusivity and the government’s refusal to provide guarantees in order to protect state finances.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020160317ec3h0002t,P112,Jakarta-Bandung high-speed railway,2016-03-17,The Jakarta Post,Neutral,F2,"Piece explains the 50-year HSR concession, revised project cost and the commitment not to use taxpayer money or provide guarantees, focusing on fiscal risk control.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020160317ec3h00003,P112,Jakarta-Bandung high-speed railway,2016-03-18,The Jakarta Post,Neutral,F4,"News describes KCIC’s business permit, pending construction permits, reliance on CDB loans and temporary exclusivity, framing them as regulatory and financing arrangements.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020160318ec3i0001a,P112,Jakarta-Bandung high-speed railway,2016-03-19,Tempo,Neutral,F4,"Story recounts how the HSR AMDAL was revised after ministry critiques and how permits and land acquisition are being completed, treating environmental oversight as a technical governance issue.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020160318ec3j001e2,P112,Jakarta-Bandung high-speed railway,2016-03-21,The Jakarta Post,Neutral,F4,"Article reports on KCIC’s initial construction permit, outstanding regional permits and obligations tied to CDB-funded construction, emphasizing implementation steps rather than normative judgment.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020160321ec3l00007,P029,General,2016-03-22,Tempo,Supportive,F1,"BKPM chief openly targets US$30 billion in Chinese investment and cites Indonesia’s attractiveness for outbound Chinese capital, clearly treating Chinese FDI as beneficial.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020160322ec3m0002t,P024,China Fortune integrated industrial park,2016-03-24,Tempo,Supportive,F1,"BKPM promotes China Fortune’s planned integrated industrial park and other large Chinese projects as serious opportunities, while briefly noting investment climate obstacles.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020160323ec3o00098,P029,General,2016-03-26,Tempo,Supportive,F1,"BKPM plans to facilitate relocation of Chinese furniture factories from China to Indonesian rattan centers to lower costs and absorb labor, presenting this as a strategic opportunity.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020160325ec3q0008g,P029,General,2016-03-29,Tempo,Opposed,F5,Editorial condemns Chinese coastguard incursions around Natuna and warns that Beijing must respect Indonesian sovereignty despite close economic and investment ties.,final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020160330ec3u00037,P112,Jakarta-Bandung high-speed railway,2016-04-06,The Jakarta Post,Opposed,F4,"Walhi and allied lawyers prepare legal challenges to the HSR regulations and environmental permit, arguing that they violate spatial planning and multiple laws and therefore should be revoked.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020160406ec4600068,P112,Jakarta-Bandung high-speed railway,2016-04-14,The Jakarta Post,Neutral,F4,"Reports that spatial plan (RTRW) revisions and pending permits will delay the Jakarta-Bandung high-speed rail, focusing on planning and licensing rather than on benefits or harms.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020160414ec4e0000b,P112,Jakarta-Bandung high-speed railway,2016-04-18,Tempo,Neutral,F2,"Details KCIC's efforts to secure a China Development Bank loan and BUMN equity for the HSR, emphasizing financing structure and unresolved loan terms without clear evaluative language.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020160417ec4i000gu,P014,Belt and Road / OBOR,2016-04-19,The Jakarta Post,Supportive,F5,Op-ed presents China's Belt and Road and AIIB as large financing opportunities that fit ASEAN connectivity plans and repeatedly highlights potential win-win infrastructure gains.,final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020160419ec4j0003c,P029,General,2016-05-03,The Jakarta Post,Supportive,F1,"Describes BKPM's China desk and roadshows as tools to overcome language barriers and attract more Chinese FDI, portraying greater Chinese investment as desirable for Indonesia.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020160503ec530003g,P112,Jakarta-Bandung high-speed railway,2016-05-03,The Jakarta Post,Opposed,F3,"Focuses on five Chinese nationals working illegally on the HSR at Halim airbase and the legal flaws this reveals, framing Chinese workers as a problem and questioning project readiness.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020160503ec530003l,P112,Jakarta-Bandung high-speed railway,2016-05-03,Tempo,Opposed,F3,"Explains sanctions against contractors that misused foreign-worker permits for Chinese labor on the HSR and urges tighter verification and prioritization of local workers, stressing TKA abuses.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020160502ec53002bd,P112,Jakarta-Bandung high-speed railway,2016-05-09,The Jakarta Post,Supportive,F4,"KCIC's president laments permit delays and controversies but reiterates the firm's commitment and compliance, framing the issue as bureaucratic hurdles to a project that should move forward.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020160509ec590003j,P211,Trans-Sulawesi and Trans-Sumatra railways,2016-05-22,The Jakarta Post,Neutral,F1,"States that Indonesia will seek large Chinese loans to help finance trans-Sulawesi and trans-Sumatra rail projects due to budget constraints, treating Chinese funding as a practical option.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020160522ec5m0001d,P029,General,2016-06-15,Tempo,Supportive,F1,"Covers BKPM's investment promotion roadshow in several Chinese cities, highlighting policy reforms and substantial Chinese commitments as a way to boost investment and jobs in Indonesia.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020160615ec6f0005l,P029,General,2016-06-16,The Jakarta Post,Neutral,F5,"Opinion piece analyzes Indonesia's ""see no China"" South China Sea policy as a foreign-policy choice driven by economic diplomacy and hedging between China and the US without clearly taking sides.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020160616ec6g0000b,P029,General,2016-06-20,The Jakarta Post,Opposed,F3,"Recounts repeated cases of illegal Chinese workers in Halim and Bangka and local efforts to track and deport them, portraying undocumented PRC labor as a persistent and troubling problem.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020160620ec6k0002v,P029,General,2016-06-20,Tempo,Supportive,F1,"Reports Chinese pharmaceutical firms' interest in investing to produce raw materials domestically and reduce imports, with officials and industry figures welcoming the capital and technology.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020160620ec6k000m9,P029,General,2016-06-24,Tempo,Neutral,F2,"DPR approves state-capital injections for SOEs under strict conditions that funds not be used to service obligations and must support priority sectors, emphasizing protection of state finances.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020160623ec6o0008e,P112,Jakarta-Bandung high-speed railway,2016-08-24,Tempo,Neutral,F2,"Explains that CDB has yet to disburse its large loan for the HSR and that KCIC and BUMN shareholders are bridging costs, centering on foreign loan negotiations and financing risk.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020160823ec8o00231,P112,Jakarta-Bandung high-speed railway,2016-08-25,Tempo,Neutral,F2,"Details how KAI and WIKA are temporarily funding HSR land and construction while waiting for the CDB loan, focusing on interim financing and loan conditions rather than project merits.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020160824ec8p002bd,P029,General,2016-09-06,Tempo,Supportive,F1,"Industry Ministry officials hail Chinese commitments to 271 projects in sectors like steel, electronics and cement as boosting competitiveness and national economic growth.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020160906ec960008d,P025,Cisumdawu toll road,2016-09-28,Tempo,Supportive,F1,"Notes that the Public Works Ministry is seeking Chinese loans to accelerate the Cisumdawu toll road so it can open sooner, depicting external financing as a way to fast-track infrastructure.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020160927ec9s000gp,P148,Maritime Silk Road / Belt and Road,2016-10-10,The Jakarta Post,Neutral,F5,"Op-ed weighs the 21st-century Maritime Silk Road's promised FDI and connectivity against concerns over transparency and sustainability, urging caution rather than outright acceptance or rejection.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020161010ecaa0000g,P114,Jakarta-Surabaya rail upgrade,2016-10-11,Tempo,Neutral,F1,"Discusses plans to revitalize the Jakarta-Surabaya rail line with mainly Japanese financing while noting China as a possible partner, focusing on technical upgrades and funding needs.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020161010ecab001e4,P017,Belt and Road Initiative,2016-10-14,The Jakarta Post,Supportive,F5,"Commentary by a banking executive lauds China's Belt and Road and AIIB as generating global infrastructure opportunities and catalyzing trade and growth, with no substantive criticism.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020161014ecae0000i,P029,General,2016-10-22,Tempo,Neutral,F1,"Reviews Jokowi’s priority infrastructure projects and funding gaps in general terms, framing infrastructure investment as necessary for growth without focusing on China or taking a clear valenced position.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020161021ecam000h6,P029,General,2016-10-22,The Jakarta Post,Neutral,F5,"Seminar report discusses China’s AIIB/OBOR/RCEP offers and ASEAN countries’ suspicion and communication problems, framing this as a diplomatic/strategic issue rather than clearly endorsing or opposing China’s projects.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020161022ecam00018,P029,General,2016-10-24,The Jakarta Post,Opposed,F5,"Opinion piece argues Indonesia lacks a clear roadmap and faces an unequal relationship under China’s growing influence, highlighting strategic vulnerability and over-dependence more than benefits.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020161024ecao0000s,P001,AIIB,2016-10-31,The Jakarta Post,Supportive,F1,"Interview with an AIIB vice president emphasizes AIIB’s “lean and clean” model and desire to fund Indonesian infrastructure, presenting China-led development finance as an attractive opportunity.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020161031ecav00006,P001,AIIB,2016-11-09,The Jakarta Post,Supportive,F1,"Editorial welcomes AIIB as well aligned with Indonesia’s infrastructure priorities and cofinancing with WB/ADB, mainly urging better project preparation rather than questioning Chinese-backed finance.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020161109ecb90000r,P017,Belt and Road Initiative,2016-11-23,The Jakarta Post,Supportive,F1,"Article quotes bankers and businesspeople saying Indonesia stands to gain most from China’s OBOR through FDI and infrastructure, clearly framing it as a growth and connectivity opportunity.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020161123ecbn00032,P029,General,2016-11-24,The Jakarta Post,Supportive,F1,"Describes sharp increases in Chinese FDI, CDB commitments and sectoral projects in power, smelting and cement, presenting deeper Chinese investment ties as economically beneficial for Indonesia.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020161124ecbo00002,P029,General,2016-12-30,Tempo,Neutral,F1,"Reports China’s domestic high-speed rail expansion and massive infrastructure outlays as news, highlighting connectivity and regional development without normative judgment.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020170102ed1200001,P029,General,2017-01-07,The Jakarta Post,Opposed,F4,"Humorous column uses an anecdote about an armless man being refused a bank loan to ridicule Chinese bureaucratic procedures, portraying Chinese institutions as absurd and inefficient.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020170106ed1700013,P171,Morowali industrial area,2017-01-10,Tempo,Neutral,F1,"Short news item notes plans to accelerate several Sulawesi industrial estates, including Morowali, framing industrial development and related infrastructure as policy priorities without explicit evaluation of Chinese capital.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020170110ed1a0002t,P029,General,2017-01-13,Tempo,Neutral,F1,"Reports that 32 new mineral smelters worth US$20 billion, mostly financed by Chinese firms, are operating across Indonesia, describing scale and locations without praising or criticizing the investments.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020170113ed1d00001,P017,Belt and Road Initiative,2017-01-18,The Jakarta Post,Supportive,F5,"Chinese ambassador’s op-ed rejects “zero-sum” thinking and promotes Belt and Road and AIIB cooperation with ASEAN, including an AIIB-financed Indonesian slum project, as win-win global and regional alignment.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020170117ed1i0002v,P112,Jakarta-Bandung high-speed railway,2017-01-21,The Jakarta Post,Neutral,F2,"Brief notes Wika’s EPC contract with KCIC and CDB’s plan to cover three-quarters of the HSR cost without state guarantees, focusing on loan structure and risk allocation rather than benefits or harms.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020170120ed1l0000p,P112,Jakarta-Bandung high-speed railway,2017-01-23,Tempo,Neutral,F2,"Explains signing of the HSR civil-works EPC contract, pending CDB financing and land acquisition, emphasizing foreign loan conditions and equity contributions instead of taking a normative stance.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020170122ed1n001ur,P029,General,2017-01-24,Tempo,Supportive,F3,"Kadin and officials note that Chinese investors are pulling back due to terrorism, protests and anti-China/TKA hoaxes, lamenting that social and identity tensions at home are scaring off otherwise welcome Chinese capital.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020170123ed1o000gp,P029,General,2017-01-26,The Jakarta Post,Supportive,F1,"Highlights China’s surge to third-largest investor and its role in smelters and power plants, treating this as a positive development while only briefly urging careful contract terms and technology transfer.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020170125ed1q0004c,P029,General,2017-01-26,Tempo,Supportive,F1,BKPM data story presents China’s entry into the top three investors and large pipeline commitments as evidence of successful investment promotion that the government aims to maintain.,final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020170125ed1q0005l,P112,Jakarta-Bandung high-speed railway,2017-02-01,Tempo,Neutral,F2,"Describes how CDB requires full land clearance before disbursing the HSR loan and how Indonesian SOEs must inject additional equity, framing these as financing and risk-sharing challenges.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020170131ed210005l,P112,Jakarta-Bandung high-speed railway,2017-02-02,Tempo,Neutral,F2,"Details KCIC’s difficulty funding land acquisition and the need for extra capital from Indonesian and Chinese shareholders to meet CDB’s conditions, again focusing on loan and land-cost issues rather than project merits.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020170201ed220008g,P161,Morowali / IMIP,2017-02-07,The Jakarta Post,Supportive,F4,"IMIP executives criticize Indonesia’s regulatory flip-flop on ore exports and warn of nickel depletion after Chinese firms invested billions in smelters, framing the problem as policy inconsistency and resource risk harming committed investors.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020170206ed2700010,P029,General,2017-02-07,Tempo,Neutral,F1,"Explains how Chinese government foreign-exchange controls caused many planned overseas acquisition deals to be cancelled, describing impacts on investors in a largely factual tone.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020170206ed27001gu,P112,Jakarta-Bandung high-speed railway,2017-02-23,Tempo,Neutral,F1,"Reports KCIC’s plan to move the Jakarta–Bandung project into the construction phase, noting that financing will come from China but without discussing risks or benefits.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020170222ed2n002ut,P112,Jakarta-Bandung high-speed railway,2017-03-02,Tempo,Neutral,F4,"Focuses on the Attorney General’s Office mapping land disputes, illegal occupants and compensation issues to support land acquisition for the HSR.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020170301ed3200005,P168,Morowali Industrial Park,2017-03-03,Tempo,Supportive,F1,Presents smelter projects and Morowali Industrial Park as large investments that absorb tens of thousands of workers and support local and national economic growth.,final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020170303ed33000b5,P204,RIDF (AIIB proposal),2017-03-04,The Jakarta Post,Opposed,F4,NGO coalition urges AIIB and the World Bank not to finance Indonesia’s RIDF on grounds that resulting infrastructure projects could trigger evictions and rights violations.,final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020170303ed340001l,P029,General,2017-03-13,Tempo,Opposed,F2,"Opinion piece warns that Chinese loans and overseas projects can entrench Beijing’s control, urging Indonesia to be wary of “debt trap” risks even while not rejecting all Chinese capital.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020170312ed3d000dx,P112,Jakarta-Bandung high-speed railway,2017-03-20,Tempo,Neutral,F2,Describes funding problems for Jokowi’s rail projects and efforts to structure LRT and HSR finance so the state budget is not overly burdened.,final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020170320ed3k0002t,P112,Jakarta-Bandung high-speed railway,2017-03-21,Tempo,Neutral,F2,"Explains that CDB offers bridge financing for the HSR but requires full land clearance, outlining financing options and constraints without clear endorsement or criticism.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020170320ed3l001gt,P165,Morowali / smelter projects,2017-03-23,The Jakarta Post,Supportive,F4,Criticizes Jakarta’s policy flip-flop on mineral exports for harming long-term smelter investments (including Morowali) and calls for regulatory certainty to protect these projects.,final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020170322ed3n0000l,P112,Jakarta-Bandung high-speed railway,2017-04-05,Tempo,Neutral,F1,"Reports KCIC’s signing of the EPC contract, the higher project price and unresolved land funding in a descriptive way without normatively judging the project.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020170404ed45000p2,P112,Jakarta-Bandung high-speed railway,2017-04-05,The Jakarta Post,Neutral,F2,"Notes that the Jakarta–Bandung HSR contract has been signed while financing details and CDB disbursement remain unclear, emphasizing financial uncertainty.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020170404ed4500016,P112,Jakarta-Bandung high-speed railway,2017-04-05,Tempo,Neutral,F2,"Covers the same EPC signing and land-clearing difficulties and mentions ongoing negotiations with CDB, treating them as financing and implementation issues.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020170405ed45000gp,P112,Jakarta-Bandung high-speed railway,2017-04-07,Tempo,Neutral,F4,"Highlights that KCIC still lacks a formal land-acquisition permit and describes the legal procedures and locations involved, stressing land-governance rather than economic gains.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020170406ed47000jl,P168,Morowali Industrial Park,2017-04-07,The Jakarta Post,Supportive,F3,"In an interview, Luhut defends Chinese-backed smelter investment in Morowali and plays down fears about Chinese workers and anti-China sentiment, arguing such worries are exaggerated.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020170406ed470000o,P112,Jakarta-Bandung high-speed railway,2017-04-13,Tempo,Opposed,F4,Public works minister warns that routing the HSR through landslide and earthquake-prone areas without adequate technical permits could cause significant cost overruns and post-loan damage claims.,final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020170412ed4d000gp,P112,Jakarta-Bandung high-speed railway,2017-04-13,Tempo,Opposed,F4,Stresses that lack of mitigation studies and safety licenses in hazard-prone zones could inflate HSR costs by up to 30 percent and compromise passenger safety.,final_thesis_labels,unspecified_llm_assisted_workflow
